No,業種区分,施設名称,施設所在地,施設所在地,施設ビル名,施設TEL,開設者名,代表者肩書,代表者名,確認番号,確認年月日,前月新確認施設(確認年月日)
116,取次所,美好屋クリーニング,北海道札幌市中央区北１条西２丁目,札幌市中央区北１条西２丁目,札幌市役所　地下１階　福利厚生会売店内,011-211-3279,美好屋クリーニング株式会社,代表取締役,八十嶋幸一,札保環確認（ク）第15号,2006-06-08,
117,取次所,札幌白洋舎株式会社時計台前パッケージサービス店,北海道札幌市中央区北１条西３丁目,札幌市中央区北１条西３丁目,住友信託ビル,011-241-0057,札幌白洋舎株式会社,代表取締役,黒澤浩信,札中保衛確認（ク）第11号,1965-05-17,
118,取次所,ユニゾイン札幌,北海道札幌市中央区北１条西３丁目３番１０号,札幌市中央区北１条西３丁目３番１０号,,011-221-5281,ユニゾホテル株式会社,代表取締役,小崎哲資,札保環確認（ク）第16号,2015-12-18,
119,取次所,クリーニングピュア　北１条店,北海道札幌市中央区北１条西２２丁目３－１５,札幌市中央区北１条西２２丁目３－１５,,011-642-4603,株式会社光生舎,代表取締役,髙江智和理,札保環確認（ク）第24号,2007-07-19,
120,クリーニング工場,モノエクリーニング　有限会社,北海道札幌市中央区北１条西２３丁目２－２８,札幌市中央区北１条西２３丁目２－２８,,011-611-1581,モノエクリーニング有限会社,代表取締役,物江新太郎,札中保衛確認（ク）第1567号,1964-07-18,
121,取次所,東光ストア円山店,北海道札幌市中央区北１条西２４丁目,札幌市中央区北１条西２４丁目,東光ストア円山店内,011-614-7475,株式会社清洗舎,代表取締役,瀧田登,札保中確認（ク）第6号,1997-09-25,
122,クリーニング工場,株式会社　クリーンライン不二屋,北海道札幌市中央区北１条西２５丁目１－２,札幌市中央区北１条西２５丁目１－２,,011-611-1301,株式会社クリーンライン不二屋,代表取締役,山本義晴,札中保衛確認（ク）第55号,1967-12-26,
123,取次所,シティタワー円山神宮鳥居前,北海道札幌市中央区北１条西２６丁目５－１,札幌市中央区北１条西２６丁目５－１,,011-632-8811,株式会社アスク,代表取締役,泉澤豊,札保環確認（ク）第3号,2016-04-26,
124,取次所,クリーニングエース　円山店,北海道札幌市中央区北１条西２７丁目,札幌市中央区北１条西２７丁目,,011-641-6625,株式会社エースランドリー,代表取締役,菊池紀雄,札保環確認（ク）第4号,2014-06-04,
125,取次所,テイオーマート　丸ヨ商事（株）,北海道札幌市中央区北１条東１丁目,札幌市中央区北１条東１丁目,,011-251-0356,帯向忠博,,,札保環確認（ク）第43号,2007-11-27,
126,取次所,クリーンパートナーチャオ　東２丁目店,北海道札幌市中央区北１条東２丁目4-12,札幌市中央区北１条東２丁目4-12,カルフール大通東　１階,011-233-2252,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第44号,2013-02-15,
127,取次所,クリーンラインマルタカ　ファクトリー店,北海道札幌市中央区北１条東４丁目１番１号,札幌市中央区北１条東４丁目１番１号,フロンティア館　１階　,011-233-3068,有限会社丸高ドライクリーニング,取締役社長,髙山郁雄,札保環確認（ク）第37号,2006-10-27,
128,クリーニング工場,銀星クリーニング,北海道札幌市中央区北１条東７丁目,札幌市中央区北１条東７丁目,,011-241-0614,石塚由美子,,,札中保衛確認（ク）第3号,1977-03-12,
129,取次所,ホワイト急便北１条東１０丁目店,北海道札幌市中央区北１条東１１丁目,札幌市中央区北１条東１１丁目,,011-241-0623,野浪淳子,,,札中保衛確認（ク）第1号,1994-04-04,
130,取次所,白洗舎クリーニング株式会社敷島店,北海道札幌市中央区北２条西３丁目,札幌市中央区北２条西３丁目,敷島ビル　１Ｆ,011-271-3001,井元白洗舎クリーニング株式会社,代表取締役,井元芳春,札中保衛確認（ク）第19号,1994-03-14,
131,取次所,シダックスフードサービス株式会社北海道警察本部売店,北海道札幌市中央区北２条西７丁目,札幌市中央区北２条西７丁目,北海道警察本部２Ｆ売店内,011-221-0713,有限会社最上屋クリーニング商会,代表取締役,斉藤政治,札保中確認（ク）第4号,1999-06-07,
132,取次所,エンパイアー北円山,北海道札幌市中央区北２条西２８丁目,札幌市中央区北２条西２８丁目,,011-641-2230,株式会社エンパイアー,代表取締役,山下譲,札保中確認（ク）第15号,1999-11-26,
133,取次所,ホワイト急便北２条東１１丁目店,北海道札幌市中央区北２条東１１丁目,札幌市中央区北２条東１１丁目,,011-241-1029,森田友江,,,札中保衛確認（ク）第4号,1995-05-18,
134,取次所,セイコーマート　北海道庁店,北海道札幌市中央区北３条西６丁目,札幌市中央区北３条西６丁目,本庁舎地下１階,011-242-5552,株式会社セイコーマート,代表取締役,丸谷智保,札保環確認（ク）第4号,2008-04-28,
135,取次所,ワタキューセイモア厚生病院店,北海道札幌市中央区北３条東８丁目,札幌市中央区北３条東８丁目,厚生病院　Ｂ１Ｆ,011-261-5331,ワタキューセイモア株式会社北海道支店,代表取締役,鳥井健次,札中保衛確認（ク）第17号,1994-09-29,
136,クリーニング工場,トモエクリーニング有限会社,北海道札幌市中央区北３条東９丁目４,札幌市中央区北３条東９丁目４,,011-221-3649,トモエクリーニング有限会社,代表取締役,関英文,札保中確認（ク）第13号,1999-10-28,
137,取次所,売店　アヴェール,北海道札幌市中央区北４条西１丁目,札幌市中央区北４条西１丁目,共済ビルＢ１Ｆ,011-232-6541,有限会社市川クリーニング店,代表取締役,市川弘,札保中確認（ク）第9号,2001-10-30,
138,取次所,札幌白洋舎株式会社　東急サービス店,北海道札幌市中央区北４条西２丁目,札幌市中央区北４条西２丁目,,011-212-2442,札幌白洋舎株式会社,代表取締役,黒澤浩信,札中保衛確認（ク）第2号,1990-04-20,
139,取次所,ホテル　グレイスリー札幌,北海道札幌市中央区北４条西４丁目１－８,札幌市中央区北４条西４丁目１－８,,011-251-3211,札幌ワシントンホテル株式会社,代表取締役,和田修治,札保環確認（ク）第7号,2011-07-21,
140,取次所,クリーンイズム　ウォッシュ　北４条店,北海道札幌市中央区北４条西１１丁目４２番１号,札幌市中央区北４条西１１丁目４２番１号,ソーレルハイツ植物園１Ｆ,011-208-5454,有限会社イズム,取締役,佐藤昌仁,札保環確認（ク）第23号,2009-09-15,
141,クリーニング工場,有限会社よろずやクリーニング,北海道札幌市中央区北４条西１３丁目１－１０,札幌市中央区北４条西１３丁目１－１０,ＭＹハイツ,011-241-4981,有限会社よろずやクリーニング,代表取締役,萬谷巳一朗,札中保衛確認（ク）第1号,1985-01-11,
142,取次所,白洗舎クリーニング桑園店,北海道札幌市中央区北４条西１８丁目７－４,札幌市中央区北４条西１８丁目７－４,,011-644-8933,井元白洗舎クリーニング株式会社,代表取締役,井元英明,札保環確認（ク）第18号,2018-09-27,
143,取次所,クリーンパートナーチャオ　北４条店,北海道札幌市中央区北４条西１９丁目１番４号,札幌市中央区北４条西１９丁目１番４号,,011-612-2262,丸賞木下洗業株式会社,代表取締役,菅原信明,札保環確認（ク）第4号,2007-04-12,
144,取次所,ホワイト急便北４条東１丁目店ブラザー電機商会,北海道札幌市中央区北４条東１丁目,札幌市中央区北４条東１丁目,,011-241-1931,宮島愼吾,,,札中保衛確認（ク）第22号,1994-12-26,
145,取次所,パシフィックタワー札幌,北海道札幌市中央区北４条東１丁目３－１,札幌市中央区北４条東１丁目３－１,,011-232-2400,有限会社サンシャインクリーニング,取締役,山崎隆生,札保環確認（ク）第33号,2011-02-28,
146,取次所,エンパイアーアピア店,北海道札幌市中央区北５条西３丁目,札幌市中央区北５条西３丁目,札幌駅南口広場地下街,011-209-1228,株式会社エンパイアー,代表取締役,山下譲,札保中確認（ク）第10号,1999-09-30,
147,取次所,とみおかクリーニング　ＬＩＦＥ　ＬＡＢ．,北海道札幌市中央区北５条西３丁目,札幌市中央区北５条西３丁目,アピアE-43区画,011-209-1441,株式会社富岡クリーニング店,代表取締役,富岡裕喜,札保環確認（ク）第22号,2017-03-01,
148,取次所,札幌白洋舎株式会社　アピアサービス店,北海道札幌市中央区北５条西４丁目,札幌市中央区北５条西４丁目,札幌駅南口広場地下街,011-209-3424,札幌白洋舎株式会社,代表取締役,黒澤浩信,札保中確認（ク）第9号,1999-09-30,
149,取次所,北海道リネンサプライ株式会社　京王プラザホテル札幌営業所,北海道札幌市中央区北５条西７丁目２番地,札幌市中央区北５条西７丁目２番地,京王プラザホテル　Ｂ１Ｆ,011-211-0111,北海道リネンサプライ株式会社,代表取締役,茂木高一,札中保衛確認（ク）第4号,1982-04-16,
150,取次所,丸賞　木下洗業(株)　北５条店,北海道札幌市中央区北５条西１２丁目２－３,札幌市中央区北５条西１２丁目２－３,プラスパーク植物園　１Ｆ,011-271-2262,丸賞木下洗業株式会社,代表取締役,菅原信明,札保中確認（ク）第3号,1999-06-03,
151,取次所,外市株式会社　札幌支店,北海道札幌市中央区北５条西１４丁目１－２０,札幌市中央区北５条西１４丁目１－２０,,011-271-6181,日本和装ホールディングス,代表取締役,吉田重久,札保環確認（ク）第23号,2013-10-03,
152,取次所,クリーンスター北５条店,北海道札幌市中央区北５条西１４丁目１番５３,札幌市中央区北５条西１４丁目１番５３,,011-206-4874,株式会社クリーンスター,代表取締役,小島隆義,札保環確認（ク）第45号,2014-03-06,
153,取次所,小竹洋装店,北海道札幌市中央区北５条西１６丁目２～２７,札幌市中央区北５条西１６丁目２～２７,,011-611-6155,小竹一郎,,,札中保衛確認（ク）第17号,1987-10-16,
154,取次所,リップス１８丁目店,北海道札幌市中央区北５条西１８丁目,札幌市中央区北５条西１８丁目,,011-616-6133,株式会社エンパイアー,代表取締役,山下譲,札保中確認（ク）第21号,2000-03-21,
155,クリーニング工場,ジャバリン,北海道札幌市中央区北５条西２５丁目１－２７,札幌市中央区北５条西２５丁目１－２７,円山ガーデンハイツ１０２,011-688-5870,株式会社ライトン,代表取締役,竹内康,札保環確認（ク）第27号,2012-08-29,
